customer_id,first_name,last_name,email,phone,address,city,state,zip_code,country,join_date,customer_tier,loyalty_points
CUST_0059,Daniel,Fritz,stephen52@example.org,701-617-5496,"Unit 0349 Box 6543, DPO AE 64950",Hunterside,NY,12061,US,2023-05-11,Platinum,4334
CUST_0060,Teresa,Perez,hudsonnicholas@example.net,6429208955,"8757 Gordon Islands Apt. 430, Lewisstad, VA 90021",Bentleyberg,AR,97798,US,2023-07-05,Gold,4532
CUST_0061,Anita,Kirby,smithtimothy@example.org,001-702-217-0085x4528,"80860 Ryan Land, East Lorimouth, AR 94496",Sparksmouth,WI,26768,US,2023-07-06,Basic,938
CUST_0062,Scott,Mays,kayla35@example.net,452.737.5887,"12168 Pineda Lakes Apt. 440, Bakerchester, LA 44061",Elizabethville,SC,08210,US,2023-12-03,Gold,2786
CUST_0063,Crystal,Thomas,zthomas@example.com,722.836.4500x402,"83154 Benjamin Extension Suite 495, New Samantha, NM 82912",Garrettchester,GA,82925,US,2023-01-28,Basic,2404
CUST_0064,Michael,Terry,rhughes@example.org,001-289-698-0738x737,"965 Dyer Parkway Apt. 054, West Alexland, FL 31103",Griffinmouth,ME,11840,US,2023-04-07,Platinum,1295
CUST_0065,Jim,Smith,prichardson@example.com,(587)458-6184x12534,"9371 David Harbors, Wadeville, MA 28113",Moralesfort,IN,45748,US,2024-02-28,Platinum,26
CUST_0066,Teresa,Davis,kfrench@example.com,001-589-811-5025x11227,"30174 Jackson Trail, North Barbara, NY 03108",North Jordanview,IA,35329,US,2023-02-16,Gold,4100
CUST_0067,Jesse,Perkins,nicole99@example.org,(376)840-6511x1725,"953 Tina Run Suite 682, Ashleybury, FM 74811",Kimberlyton,PA,94376,US,2025-02-20,Silver,4158
CUST_0068,Dan,Nelson,ejohnson@example.org,(763)494-0917,"8946 Eddie Underpass, West James, WV 61933",Ferrellville,OR,07261,US,2024-06-17,Basic,2444
CUST_0069,Cynthia,James,ffrederick@example.net,001-201-301-2955x4534,"1399 Phillips Divide, Jeffville, MO 14903",North Mary,IA,58064,US,2023-10-06,Silver,1252
CUST_0070,Melissa,Flores,lauriecannon@example.org,+1-822-422-9444x4344,"36938 Gomez Stream Apt. 877, Angelaville, FM 27452",New Patrick,RI,67861,US,2023-04-24,Gold,1323
CUST_0071,Jose,James,phyllis45@example.com,206.995.1294x835,"639 Jill Coves Suite 519, Arielland, VT 28780",East Joshua,SD,40486,US,2023-12-23,Basic,4906
CUST_0072,Madison,Wilson,webbkathryn@example.net,(737)306-0158x0682,"4248 Logan Prairie Apt. 811, Vanessafurt, CA 62103",Heathertown,MN,20606,US,2022-12-10,Gold,4002
CUST_0073,Jamie,Shaw,tylerramirez@example.com,885.400.5133,"7437 Brown River Suite 170, Wolfport, OH 70213",Joneston,AL,45362,US,2023-09-05,Basic,916
CUST_0074,Mark,Yoder,leslie18@example.net,6453040189,"190 May Alley Suite 715, Hullstad, WA 58940",East Stevenstad,VA,60222,US,2023-11-22,Gold,2519
CUST_0075,Julie,Stokes,umartin@example.com,(835)810-4806x756,"297 Shelton Point Suite 229, Saraville, CT 01290",New Eric,AZ,88528,US,2024-06-06,Silver,474
CUST_0076,Crystal,Lindsey,williamwilson@example.org,(277)640-7411x853,"96810 Davis Centers Suite 652, West Jeffrey, AZ 61530",South Jennifer,VA,20520,US,2023-09-28,Silver,4647
CUST_0077,Lori,Martinez,kortiz@example.org,001-617-213-3389,"3650 Anthony Throughway, Port Tonyatown, MO 95930",New Joe,CA,20224,US,2023-08-31,Basic,701
CUST_0078,Jacob,Short,umorales@example.net,001-944-344-4326,"8081 Mitchell Course Suite 658, Wilsonshire, TN 97339",South John,AZ,18573,US,2024-06-07,Platinum,566
CUST_0079,Karen,Stone,hayscaitlin@example.net,(222)516-4155x7383,"103 Hernandez Island Suite 890, Amandaburgh, AL 34909",North Debbie,PR,70200,US,2024-09-06,Silver,1051
CUST_0080,Heather,Terry,carla19@example.org,001-620-757-0441,"USCGC Maldonado, FPO AA 89662",Jeannemouth,MD,56043,US,2025-11-12,Platinum,4503
CUST_0081,Leah,Lopez,chelsey78@example.net,963-704-6184x520,"2367 Daniel Radial, North Michealfurt, CT 30699",Smithberg,MD,85568,US,2024-04-16,Silver,2171
CUST_0082,Thomas,Chen,hannah21@example.org,(895)784-5048,"84087 Erin Plains, Osborneport, WY 73653",Austinfort,HI,33706,US,2024-01-13,Platinum,1735
CUST_0083,David,Guzman,ashley84@example.org,374-296-7455x7419,"USCGC Wright, FPO AP 79090",Brendashire,RI,34934,US,2023-08-19,Silver,2553
CUST_0084,Vicki,Turner,mortonvanessa@example.com,(743)498-0312x04888,"11851 Russell Coves, Nathanport, KY 28047",New Hannah,WA,99177,US,2024-01-18,Platinum,3059
CUST_0085,Richard,Waters,austinbean@example.net,(893)451-1072,"961 Nichole Mill, Fosterfurt, OR 85071",West Lauramouth,WI,30738,US,2023-06-05,Platinum,4239
CUST_0086,Kimberly,Barnes,stephanie93@example.com,001-492-568-0661x537,"1974 John Villages Suite 435, Davidmouth, LA 75597",Lake Suzannestad,WY,10543,US,2024-02-13,Platinum,991
CUST_0087,Joseph,Smith,rsanchez@example.org,898.321.9751x32877,"9625 Samantha Vista Apt. 578, Kyleborough, WV 94443",Grahambury,DE,55163,US,2024-03-22,Silver,1840
CUST_0088,Andrea,Joseph,michael06@example.com,(918)303-3576,"798 Alicia Rapids, Bryantville, CO 72513",West Brianna,NH,31599,US,2023-09-05,Basic,2769
CUST_0089,Sean,Zimmerman,mdavis@example.com,+1-354-477-7403,"81300 Nicole Mountain Suite 233, East Joseph, DE 82844",South Deborah,MP,45056,US,2025-04-11,Basic,4819
CUST_0090,Matthew,Davis,sotostephanie@example.net,988.317.1003,"6613 Lopez Plain Apt. 111, Robertsshire, IN 35305",Nicholasport,CA,97205,US,2023-04-18,Silver,4820
CUST_0091,Jeffrey,Weeks,zachary13@example.com,(981)927-3218,"Unit 7054 Box 3417, DPO AP 60542",Michaelstad,SD,63131,US,2023-11-13,Silver,58
CUST_0092,Nicholas,Bryant,jamesburke@example.org,(509)376-1864x26455,"79260 Steven Keys Apt. 158, Susanmouth, MO 13856",North Lindsey,FL,78392,US,2023-02-19,Basic,482
CUST_0093,Judy,Yu,clarkrose@example.org,+1-744-871-5099,"Unit 9103 Box 2516, DPO AA 01246",North Monica,OR,18806,US,2025-08-25,Silver,552
CUST_0094,Jeffrey,Oneal,grayadam@example.org,599.279.1065x6879,"146 Russell Circle Suite 651, Davidchester, TN 64583",Daltonstad,OK,47447,US,2023-04-14,Basic,2706
CUST_0095,Adam,Smith,brookeporter@example.com,+1-870-899-2455,"7595 Montes Island Apt. 053, Stevetown, PR 82976",Cindyton,FM,20119,US,2025-06-05,Basic,4211
CUST_0096,Leslie,Wiley,johnsonamanda@example.com,001-627-608-8299x011,"49685 Santana Parkway, Joneston, DE 64931",Jessebury,CT,30336,US,2023-09-07,Silver,2281
CUST_0097,Alan,Allen,jeremygarcia@example.com,851-476-8596x220,"32309 Wheeler Greens, Lake William, NH 37099",New Duane,VI,47225,US,2024-12-26,Platinum,1755
CUST_0098,Gabriel,Mullins,patriciamurillo@example.org,001-993-932-5578x27160,"556 Barbara Grove Suite 682, South Meagan, MS 93890",Port Brandonport,HI,56250,US,2025-11-11,Silver,4677
CUST_0099,Shaun,Johnson,haaselizabeth@example.org,001-466-913-2504,"007 Phillips Pike, Longton, AK 20056",Vanessaland,IL,88601,US,2023-03-04,Platinum,1990
CUST_0100,Michael,Kelly,jameswright@example.net,9037839880,"309 Jessica Highway Apt. 762, Ricechester, WI 24882",South Kimberlymouth,GA,48226,US,2023-01-31,Platinum,3334
CUST_0101,Sabrina,Miller,rodriguezkathleen@example.org,+1-217-561-7133x51813,"93318 Sutton Plaza Suite 302, Crawfordstad, WI 77984",Allisonberg,MD,74232,US,2025-11-03,Silver,772
CUST_0102,Tyrone,Watson,malikrobbins@example.com,470.715.0704x39547,"USNV Woods, FPO AE 74420",Matthewchester,NC,08504,US,2024-11-26,Basic,3531
CUST_0103,Adam,Lopez,alara@example.org,265.750.9846,"4167 Charlotte Pass Apt. 032, Andreahaven, KS 52177",North Kimberly,AL,75540,US,2023-11-14,Gold,3469
CUST_0104,Kimberly,Hester,zdixon@example.net,(222)411-7205x72861,"2956 Lawrence Viaduct, East Valerie, UT 03110",Port Sydney,FL,82209,US,2024-11-20,Platinum,3825
CUST_0105,Donna,Perkins,dawsonchristopher@example.net,360-560-6873,"32568 Toni Place Suite 666, South Davidton, LA 94837",Hohaven,MN,87314,US,2023-05-06,Basic,806
CUST_0106,Vicki,White,courtney23@example.org,001-561-360-3130x8156,"Unit 7516 Box 5335, DPO AE 66400",East Geraldhaven,UT,51790,US,2024-12-08,Basic,3298
CUST_0107,Karen,Wise,dunlapjared@example.org,792.768.3112x125,"58240 Parker Parkways Apt. 268, East Justinberg, NC 28558",Shanefort,NC,82235,US,2024-07-08,Gold,895
CUST_0108,Kevin,Sanchez,ycarlson@example.org,5594343882,"PSC 1190, Box 5524, APO AP 33733",East Lindaland,DC,70277,US,2025-10-12,Silver,1569
CUST_0109,Julia,Carter,yvazquez@example.net,(709)476-5537,"48809 Hawkins Summit, Robinside, AS 41822",Hallville,DE,09898,US,2024-12-23,Silver,4393
CUST_0110,Alice,Carrillo,monique84@example.org,948.861.9038,"2562 Garcia Crossing Apt. 096, Lake Alyssa, VA 30406",New Gregoryview,AK,12717,US,2024-03-31,Platinum,1148
CUST_0111,Alicia,Ward,rrivera@example.org,(569)919-5056,"52858 Stevens Street, East Jonathan, TX 47952",Pricefurt,NE,01011,US,2023-07-14,Platinum,1503
CUST_0112,Sara,Edwards,jamesdillon@example.net,+1-232-279-0660x371,"992 Jackson Field, South Michael, WI 55450",South Melissa,MD,81509,US,2024-05-05,Gold,3789
CUST_0113,Amy,Chang,brittany68@example.com,713.941.7928,"703 Bethany Land, Port Amber, IL 28558",New Paige,WA,67946,US,2024-05-25,Silver,617
CUST_0114,Timothy,Stephens,ryananderson@example.com,698-730-0291,"5849 Davis Forest, Nunezfort, LA 37899",Blackfort,TN,72237,US,2023-08-12,Platinum,4508
CUST_0115,Melanie,Berger,patrick52@example.com,557-587-2743x7208,"04502 Moon Knoll Apt. 496, Reynoldsbury, PA 19773",Lisaton,NV,68054,US,2024-09-11,Basic,414
CUST_0116,Cynthia,Wilson,davislaura@example.net,(348)902-4808,"67613 Laurie Island Apt. 906, Port Mary, PW 23387",Andreaton,AK,94367,US,2023-06-27,Basic,764
CUST_0117,Jorge,Tran,fgeorge@example.org,387.752.8523,"16356 Glenn Fields, Piercetown, NJ 23701",Shermanborough,MH,58621,US,2024-02-04,Silver,1362
CUST_0118,Richard,Pope,christine15@example.org,+1-768-896-0224,"73898 Kevin Skyway, Clarkchester, ID 79503",North Richardstad,MP,02287,US,2025-09-12,Platinum,3978
CUST_0119,Sherry,Davis,valdezbrian@example.net,+1-498-847-3464x07547,"183 Joseph Passage, Rebeccamouth, CT 68696",Tamaramouth,NE,83023,US,2025-07-08,Platinum,1751
CUST_0120,Megan,Hicks,frank52@example.net,938.241.1873,"12655 Fernandez Meadows Apt. 472, South Justin, TX 46754",North Pamelaburgh,TX,05504,US,2023-10-10,Platinum,480
CUST_0121,Jacqueline,Mora,imiles@example.net,(922)815-9879,"531 Katherine Trafficway Apt. 440, Ryanhaven, PA 95710",East Corey,NY,03035,US,2023-09-20,Silver,3104
CUST_0122,Andrew,Wilson,walkerdonald@example.com,787-256-1986x752,"7848 Kimberly Port, Peterston, KS 78772",South Lindsayton,WY,09149,US,2025-05-24,Basic,3198
CUST_0123,Nicole,Martinez,ijensen@example.org,6634312471,"0835 Leslie Track Suite 206, Campbellberg, NV 36051",Andrewsberg,WY,95834,US,2023-08-14,Gold,3727
CUST_0124,Dennis,Jacobson,timothy93@example.net,559.733.8461x7625,"0590 Matthew Mission, South Bonnieland, MH 36551",New Ashley,WV,14461,US,2022-12-29,Gold,3465
CUST_0125,Eric,Contreras,hornsavannah@example.org,(381)633-9838,"17313 Pierce Stravenue, Waterschester, MI 49531",Lake Zachary,NM,21080,US,2024-01-17,Platinum,1268
CUST_0126,Lori,Tran,kmiranda@example.net,298.351.7026x86737,"4988 Matthew Mountains, Emilyburgh, IA 02539",Evansburgh,MA,50683,US,2024-07-20,Silver,2430
CUST_0127,Elizabeth,Gibson,kelseywise@example.net,967.556.3592,"427 Jeremy Ford Apt. 864, Danielburgh, FM 70042",Kristinestad,KY,28156,US,2023-09-16,Silver,479
CUST_0128,Jason,Webb,jrose@example.org,962.893.9184x9243,"3010 Smith Dam, Maxwellville, GU 10926",North Williambury,VA,34757,US,2023-01-30,Basic,2569
CUST_0129,Jeremiah,Jones,bowenshannon@example.com,613.817.0654x910,"7168 Tammy Track, North Davidbury, VA 69103",Hamiltonburgh,UT,35892,US,2024-07-07,Basic,410
CUST_0130,Samuel,Jacobs,jsullivan@example.net,001-816-600-6601x70283,"739 Ward Streets Apt. 815, East Leroyborough, MN 21482",West Breanna,WI,37263,US,2025-05-22,Platinum,4119
CUST_0131,Christopher,Powell,christopher55@example.org,001-418-958-3308,"4041 Barnett Shore Apt. 033, North Jasonton, MS 50059",New Jason,NV,02445,US,2023-09-05,Silver,465
CUST_0132,Jenny,Montgomery,uhowell@example.net,7512201456,"0715 Diana Forest, South Angela, PW 43370",Bryanmouth,RI,27983,US,2024-07-24,Basic,1522
CUST_0133,Sarah,Chambers,manuelmendoza@example.net,+1-381-951-0838x3960,"536 Tran Mount, Port Grant, RI 79146",Jamesberg,PA,97333,US,2024-05-02,Basic,4874
CUST_0134,Shawn,Butler,carol09@example.net,001-531-972-3418,"230 Charles Gateway Suite 315, Williamshire, SC 58583",Ashleyton,NE,60415,US,2024-03-22,Basic,1926
CUST_0135,Brian,Moreno,cuevasamy@example.com,001-782-786-6666,"66137 James Hill, New Cameronside, ND 26659",Zacharystad,OR,46733,US,2023-09-12,Platinum,982
CUST_0136,Kim,Davis,mhayes@example.net,231.960.0374x70076,"41178 Torres Locks, New Danielleport, PW 28799",West Angela,AS,03378,US,2024-07-13,Silver,4742
CUST_0137,Karen,Williams,hernandezbrett@example.org,3202983676,"500 Kelly Lodge, North Christophershire, PW 46213",Samanthaville,MP,10534,US,2025-09-12,Basic,671
CUST_0138,Alicia,Dunn,denise03@example.net,001-937-786-8756x56088,"039 Williams Field, East Nicholasfurt, OR 78074",Jamesmouth,KS,79096,US,2023-05-19,Platinum,4781
CUST_0139,Anita,Barber,whitekelly@example.org,572-816-8827,"63688 Sanchez Mill Suite 306, East Amyville, VA 12411",Port Jeremystad,GA,20359,US,2024-11-13,Gold,2136
CUST_0140,David,Johnson,smithlee@example.net,(211)267-8954x19010,"612 Howard Valleys, Nelsonhaven, PR 29249",Reedshire,MP,25638,US,2024-06-04,Silver,2573
CUST_0141,Timothy,Anderson,brittanysanchez@example.net,+1-797-873-1869x105,"29051 Craig Harbor, Wilsonchester, MP 49677",Kingshire,DE,80041,US,2025-03-18,Silver,2175
CUST_0142,Mark,Clark,ryancourtney@example.org,001-553-575-4306x91117,"7958 Leah Station Apt. 720, North Connie, OK 19148",Tiffanyton,DE,05656,US,2024-09-07,Platinum,1072
CUST_0143,Daniel,Johnson,dklein@example.org,265.759.5763x65683,"09458 John Way Suite 269, Montgomeryberg, AL 26667",New Trevorview,AL,78479,US,2023-08-29,Gold,3745
CUST_0144,Jennifer,Mahoney,jonescourtney@example.net,9242061159,"251 Watson Rapid Apt. 967, Grayville, NJ 92076",Port Charlestown,TN,54100,US,2025-10-02,Gold,594
CUST_0145,Edgar,Cain,charles92@example.net,954-609-6654,"865 Mark Passage Apt. 231, Hillmouth, TX 09454",East Williamfort,LA,81944,US,2023-04-15,Basic,3754
CUST_0146,Karen,Suarez,michaelaelliott@example.net,416-820-9910,"55974 Hampton Causeway Suite 478, Lauramouth, SD 40759",Westmouth,NV,34683,US,2024-04-18,Basic,600
CUST_0147,Tanner,Daniels,voneal@example.net,7712920265,"3051 David Lake Apt. 691, New Brandonfort, AK 99667",South Josephhaven,NJ,69472,US,2022-12-15,Silver,4144
CUST_0148,Cheryl,Bartlett,zjohnson@example.org,(881)925-8646x311,"45547 Belinda Oval Suite 004, North Jillfort, WI 50868",Mccarthymouth,GA,26089,US,2023-09-27,Gold,1085
CUST_0149,Randall,Austin,kimberly47@example.org,833.676.3927x6888,"Unit 1412 Box 3139, DPO AA 50539",Brendaport,UT,32794,US,2024-05-31,Gold,563
CUST_0150,Krista,Welch,calebmcdonald@example.com,518-799-1582,"6137 Melissa Viaduct Suite 863, Curtisborough, VT 85686",New Jordanberg,VA,48265,US,2025-01-30,Silver,3027
CUST_0151,Gerald,Strong,christinehill@example.org,367-772-5750x1071,"0190 Hunt Tunnel, Robinmouth, KS 94739",Alyssamouth,MD,10095,US,2023-04-15,Gold,1292
CUST_0152,Melanie,Thomas,jennifer66@example.net,+1-472-991-6763x7557,"6248 Davis Turnpike Apt. 676, Alexandertown, AZ 04408",Kathleenland,NH,99272,US,2024-08-13,Platinum,4450
CUST_0153,Darren,Clark,nmurphy@example.org,001-909-468-6501x784,"219 Nelson Light Suite 545, Ericchester, SD 52509",East Stanleytown,ID,30823,US,2025-08-05,Gold,4333
